Out-degree strong,Betweeness strong
2,3.888990098157751e-05
5,2.1405468332719057e-05
28,0.0035252422584844726
8,2.882331505063907e-06
13,2.505118143927812e-05
9,0.0007538621196563834
1,0.0007400805457539695
14,0.00027586346489209286
25,0.0076079077018554745
8,0.03436987191550829
16,1.3151560981628287e-05
2,0.0010176204595630457
16,0.0014345836710256531
1,0.00011860334716868311
17,0.0038508929065231
7,3.624786417895669e-05
11,0.0022533238977553256
47,0.00709961746251856
6,7.111315393938584e-05
7,0.00018739982873917344
6,0.0020010162601626015
5,0.00013694353880435882
68,0.0021070615095858873
4,1.0774290470972006e-07
4,0.0006913438997056104
1,9.912959725259004e-06
2,0.00038908751464230017
3,5.976379089660445e-06
5,0.00010297054193648274
14,0.00013473797695101722
34,0.0005774280621133711
30,0.0005459502526098628
4,4.467173446064478e-07
15,0.0002967967526893306
24,0.0012184780019404544
1,0.028651737011120067
1,0.00022484448107045504
31,0.0011544332748377889
1,1.4127413981720392e-05
2,0.002029995991366346
6,0.00015906570533484395
66,0.0019273018635686302
4,4.6854914189336634e-05
25,0.002480702138189327
37,0.0003134041418928886
9,1.5268375078028163e-06
4,3.00054721008185e-06
3,3.585093087099052e-05
4,0.0004392280954468652
1,0.0
6,4.276388155298846e-07
52,0.0005461165765756968
22,6.484466787601609e-06
21,0.001995073617715313
42,1.8388733009828126e-05
4,0.0003547430655068451
2,4.871705406598211e-06
2,0.00017581155928333568
28,0.0028804724026917066
57,0.00015415296497703915
5,0.00016146191268267532
24,0.00033324540708656267
60,0.0017975312368221697
2,2.8488506680146043e-06
11,5.708998013537732e-05
36,0.0010579268908006837
10,0.0005772904091138927
3,5.039211579284825e-05
2,0.0005162192208244758
4,9.354620312540471e-07
19,0.0019574109166315403
7,0.003630838923749367
7,0.0005796888866499331
4,0.0005132125483510211
16,0.0008793620003475526
19,0.0022182308179918256
1,0.0
1,2.0345869447509932e-07
4,1.5299770874218774e-06
18,0.0035022777094235887
3,4.069173889501986e-08
22,0.0013626620946426615
20,0.004544332814168927
3,0.001594235143070084
2,0.0006995518647450743
2,0.0004207051770406797
3,0.0
6,5.494926104573704e-07
9,0.00018628816984328145
51,0.0009096730951970192
31,0.00038668809019136484
2,4.536631508779191e-07
7,0.0008575251548996355
2,0.0
20,4.104196683053689e-06
11,0.0018562509617001612
1,0.0
32,0.00360538611366306
6,0.0006736456777473981
5,0.0010370828900168089
12,0.00011491306170550127
10,0.0018193246307960395
16,1.1640894439423425e-06
48,2.52461166619149e-05
5,0.0005076294427153727
1,4.3175591390167095e-06
1,0.0
6,1.4085601925199184e-07
8,7.445992368292012e-05
1,0.0005666094473774994
25,0.001688191501050226
1,9.930721992236989e-08
27,0.0
34,0.0002872943213078729
5,2.5344259452471784e-06
2,0.0004006731178618181
3,0.0
3,2.0352950652377708e-05
1,6.113883143316455e-06
8,0.00013336238235888602
37,0.002733580977884491
17,0.005255107359702087
41,0.0047283963007377925
8,4.566922528794385e-06
49,0.0028836567558406367
1,6.587300599002702e-05
4,2.0177078546061812e-05
19,9.361717846413862e-05
2,1.6214185100530326e-06
7,0.00018189081677094
2,1.7547149724558759e-06
3,0.00019346018709529586
7,3.550083510733401e-06
2,0.0
6,0.010294645550397472
2,0.0
18,0.0005916085047005204
2,0.0
38,5.85511613785498e-07
4,0.0
63,0.010573127496520411
6,0.0004501011461754999
1,4.4790401734915575e-06
14,0.0037348480840329267
1,1.2265554161523158e-05
15,0.00023344985012578468
17,5.9771938895777146e-05
2,9.682822188827066e-05
6,1.2027813228422427e-06
60,0.0048275593695951
2,0.00011720044872896696
3,2.7858501003425795e-05
36,0.009418970091950621
1,8.56408323401826e-07
4,0.0001324286817441313
8,6.78195648250331e-07
5,0.0
3,2.096924507665544e-05
22,0.0034497610917737843
3,3.390978241251655e-07
4,0.0003136096529225449
5,2.685841283827132e-07
5,2.2432143205545154e-05
25,0.004213048738491637
2,0.0005973536219687687
1,0.0
85,0.009116536257476264
2,3.185362824316152e-05
1,0.0004934690339298643
23,0.0023000915732288734
17,0.0
3,5.861571180789951e-06
5,6.7116822142629e-05
12,3.5113917788312427e-07
10,0.0014730955647961218
4,7.2815482929018325e-06
5,0.001912045478143038
81,0.0
10,0.0013534782287670194
6,0.0008917331583977386
4,2.1249663262565993e-06
2,0.0005320810396590108
25,0.01051035986400857
1,0.0
12,0.0
13,0.009520492013512693
12,4.906845495707099e-05
56,0.0018045671356640518
5,0.0007471200824399083
50,0.0027771937162206634
26,0.0
2,0.0
3,0.0027129260330568156
1,9.362902636429132e-05
13,9.090451774335747e-05
6,0.006075596015521292
2,6.158538175073198e-06
5,0.0006124405154639267
8,0.0005325827442275852
6,1.1790747193951114e-06
104,0.0038087376635204022
1,0.0008887264049512105
1,5.835086265240616e-07
5,0.0005010279917529207
2,3.65000442478164e-05
114,0.009196488145271648
41,0.010399413759407441
23,0.0005230876869123444
41,0.014610258272111876
69,0.0019268294294638036
1,2.9273598304903978e-05
72,0.0013867428153575467
23,0.0030333732709234324
14,0.0003873057684583523
24,0.0005803405983901592
55,1.3604336550429105e-05
2,1.5829253680060455e-05
6,1.4287789878300857e-05
29,0.06829035157583474
2,0.0005120420234443075
5,1.2419450547737203e-05
2,1.3479597356869198e-06
1,8.064561262044695e-06
1,3.269871875492667e-07
14,7.616010098574225e-05
1,0.0
43,4.2355788673437725e-05
57,0.006317231607281352
1,1.0172934723754966e-07
40,0.0006141329864372518
4,1.0395317928354937e-05
13,9.228305070834861e-06
6,0.001240611093696592
17,0.0009392078652859478
1,9.124971180371113e-06
1,0.0022688911627004875
2,4.371298258463533e-06
7,0.00038658208960024314
12,0.00612359951760195
4,0.0
63,0.002222937332134616
27,0.0010590463739087086
15,0.0014134231478748224
7,0.002016432737463345
3,0.0
3,1.1284256446218503e-05
4,4.840263078137763e-05
11,0.0012421332451403872
11,0.02277370052182876
25,0.0010355149644989004
1,7.831397018525459e-06
7,0.00014980653627601654
7,0.00013370903133051607
7,0.0009655558636051349
2,0.0005720703770517167
1,0.0
5,0.0001669645284745307
3,0.00010493489481871463
5,0.00011641093909226189
77,0.04000759388576232
2,4.844254630359507e-08
24,0.0015326897393862229
4,1.2260894245366519e-06
7,0.0003257043662939735
84,0.009156293230161218
20,7.114096439030609e-06
54,0.004788520516967017
1,0.002002335247941532
47,0.0006812935768270773
71,0.004730640395470645
4,0.0010432282887155458
5,0.0005177617737884461
1,0.00022289244253549326
34,0.003974346065131721
50,1.2918012347625352e-06
17,0.0032864048457279574
4,8.060094434975088e-07
20,7.444381450140365e-07
19,0.025492762619052436
4,0.00018775585393920283
2,1.1245162480058075e-06
19,0.0006006732713731669
1,7.115241016317863e-07
1,0.0
5,1.0166001744086325e-06
2,0.0
2,9.504303373108165e-06
7,7.909036363150515e-05
12,0.0010497884337575712
87,0.0023875622647090357
1,4.373575227666309e-05
80,0.0003152026435360416
3,0.0007058521288300502
26,0.0006765533537488039
3,0.0008722116525739589
22,9.503959457721865e-06
3,0.0023312117042759493
18,0.0004176433807334838
1,3.2047224737141107e-06
29,8.179594856161032e-06
39,0.0009698814584060957
3,1.7970684652129443e-05
10,0.0007292565169207073
11,7.784060155448393e-05
19,2.600770099023898e-05
8,7.537330997381227e-05
2,5.982144595326557e-06
51,0.005250177305950307
6,1.0331041844510824e-05
1,3.4051484564027714e-05
4,0.0005164420902206579
12,0.016399841877984232
35,0.0321869774832815
10,0.0001898695848917947
3,0.00567366212647317
20,0.005193616790870567
16,0.0021061632188759676
6,5.038574361038722e-05
4,0.0003694262548085622
1,0.0
20,2.29641795743348e-05
4,0.0007496915123122657
19,0.004455638003678007
16,0.007833953960149877
2,5.7876425256238705e-06
4,0.0005292732624515103
1,0.00206743817250738
16,0.009812097615528812
4,1.8321817360994774e-05
4,0.0
23,0.017899882175622824
4,9.23078742140529e-06
66,0.005098836733284047
5,7.825334402888435e-08
6,8.090169279453613e-05
19,0.0
2,0.0005076294427153727
1,0.0
61,0.03869768595602466
28,0.0002923074122656863
25,2.447857302949849e-05
1,3.7765038867145316e-07
2,2.859095454901005e-06
6,0.0
26,0.0013144473276312928
5,9.359550571818196e-05
22,0.00015610617298763394
1,2.151637547450826e-05
22,0.0013971199951782038
3,0.0022088885267740692
35,0.0010522269881312258
4,1.860876353718289e-05
1,2.1964290880834584e-07
18,3.950155378291161e-05
3,0.0005066121492429972
19,0.005733127166296051
1,0.0
1,0.0008458109480827983
17,0.0009851585103064864
1,8.477445603129137e-08
8,5.566728972414616e-06
8,0.002493679992320806
1,9.82895357842984e-07
22,5.425565186002648e-07
47,0.010884560235983354
7,0.00010732497798862753
34,0.0004137216732750476
1,0.0
2,2.6623046419702516e-05
1,1.2303300531351807e-06
1,4.829443751184876e-06
7,0.0018956832327935316
13,0.00101424159195837
4,2.4011193913048153e-05
15,0.0016785862341034971
45,0.0030033310878936066
1,1.8829584709812657e-05
4,3.6735597613559594e-07
54,7.076358260249672e-05
8,3.731020645260454e-05
1,0.006760378323112023
8,0.0005764131780453676
4,0.0027137691120718795
7,0.00738637546482633
4,4.1399227668875114e-05
95,0.010207913166520149
29,0.0262631802504486
45,0.00015263349976411334
29,0.001843643244028206
2,1.5057785113241632e-07
1,4.4185474052673077e-07
61,0.014796148120420067
13,0.001257367570462682
16,0.0010856860330158695
19,0.010687011671267966
14,0.0
1,2.3126111401523428e-05
53,0.010211886577329231
1,2.4705698614833486e-07
1,3.0528623673853746e-06
28,0.004539139637363704
8,6.590819768153833e-05
1,9.648874450106982e-07
1,1.6566066130502702e-06
2,0.00016181239458808248
11,0.002292843359901349
1,0.0
8,0.003926805623877445
69,0.004352340594596751
21,0.010901705986426875
14,0.0022806885425971884
36,1.759069962649296e-06
10,1.1444551564224335e-06
7,0.0006223174078768422
2,2.091613896199068e-05
2,0.0
12,4.061846496541427e-05
1,4.4230150972847675e-08
18,0.0029241822352685577
10,0.0
18,0.015504757291494711
11,0.00048950801814856
6,0.0025096216783300623
2,0.004570994182472321
8,0.008608676479941995
36,0.006652716569688099
2,2.7573798202023092e-05
2,0.0006360058274817108
25,0.004627037982504553
1,0.002001747120935702
65,0.0006972777236667222
4,0.00215230020243706
45,0.0033190675453815366
3,2.691682640600315e-05
1,0.0
11,0.00017674737726594165
7,1.1709031866007482e-05
6,4.247246826539144e-06
4,0.009184655234018874
20,0.01029960209207804
7,0.0015715906794346215
18,0.0013987413693176316
86,0.024681659166329965
56,0.009999695552901363
4,3.4148922123905275e-05
6,4.368129123206766e-05
24,0.0013459754216975334
10,1.9276630181290932e-05
13,0.0002510355779262651
2,4.9690694046233595e-06
8,0.006092979780083719
5,2.342653456606319e-06
48,0.0005164957846248722
1,0.0
2,2.288910312844867e-06
47,0.0029158432787801647
1,6.56041865749102e-05
1,0.00046055581974092377
1,0.0
22,0.0027735039075273992
5,0.010783679531841133
7,0.001709033936793662
17,4.40985612702927e-07
72,0.002221586778824773
2,1.622687086028395e-06
31,0.00013447724300292763
82,0.03102347164032599
18,0.0003336526095724535
6,0.0002657595194581015
5,0.004512854405465023
6,0.001916681813204497
5,0.000834995810019119
39,0.00023662938892564953
13,0.003585662866790328
89,0.014234098453290813
1,9.896939690209483e-07
1,1.1042953545611181e-05
60,0.016867552097048544
2,0.0001093050713361717
66,0.005257788887003675
5,0.000133794706553666
8,0.00045073284863156624
5,3.0042578138247584e-05
2,1.7215362739026065e-06
6,8.579546762779756e-05
3,0.00017024730945156048
15,1.7319398196054788e-05
3,4.200533541342284e-06
2,0.0017272246068308246
9,0.00015887050271346426
10,0.002506017119939241
12,0.0025210487907634596
12,0.0008791326362023417
1,3.6265526666623716e-05
20,0.00011303179840763017
3,7.865541850890229e-06
5,4.176080392064247e-05
3,1.1911293421843275e-05
2,6.087338498480036e-07
8,0.0006119723021413955
17,0.0012103460022447805
1,0.010667036043123518
77,0.006552016164666439
1,8.068615881793221e-05
8,3.9784691650912464e-05
13,0.004464104430786785
7,8.889633160424754e-06
3,0.0
3,4.711404617011769e-07
10,0.0009641293707535132
1,9.457851738979679e-06
5,3.0265994905504365e-05
3,3.486014805589928e-06
26,0.0002701425424702255
25,0.008492190905402255
3,0.0005331572953046457
22,0.0011047973785244408
5,0.00048306396502306807
21,0.0004090768073215279
44,0.0032725554324657606
9,0.00014823815607340016
2,3.1208693291485924e-05
38,0.0013059498111322153
25,6.720712032702453e-05
3,9.73614778544228e-05
9,1.6302780006017572e-07
2,5.5380546786220615e-06
72,0.008406894267571909
39,0.001839141268145439
35,0.010019916851958896
18,5.501464526972208e-06
2,7.180178746690624e-05
3,1.3643639573514282e-05
4,0.00017421019281342332
1,0.0020205035477064604
15,0.0016198855334794205
4,0.0033517433768137043
11,0.00039105769914213394
25,0.015783554630094246
1,2.3269106645351993e-06
1,0.0
13,0.003955189162103404
8,1.9001588787585167e-06
6,0.0008106809316625539
3,1.8955592692423563e-05
7,0.0014704416248411383
4,3.918589539814544e-06
95,0.004399478346173367
5,0.00800660476940721
61,0.0014248261723064707
3,5.0014111097586676e-05
11,2.7507664901993814e-05
4,0.0006961970665142477
2,0.0005716910435142235
14,0.0009656603601452924
19,0.011288426494566585
1,0.0005066121492429972
27,0.00011633808032210511
6,0.005148623815512206
45,0.008299450348576995
11,0.0002485034793932435
25,0.01725633038117319
17,0.0015530366890049718
47,0.0005090712646826807
10,1.1900016809361397e-07
12,0.002537035965065204
9,0.009656290969514456
2,0.0005096640296601237
5,1.6910807879936423e-05
9,0.0022140424879662623
4,0.0
6,0.0018555889494564577
30,0.009203064300180397
3,0.0019839448027633177
1,5.21968436421237e-06
66,0.0010821220543777495
5,2.1883920292649073e-06
1,0.0003854418502994658
6,0.0
17,0.003062140905064189
27,1.703191262927697e-06
9,0.0
1,0.0020010162601626015
10,0.00022621055341769727
11,7.893686236064451e-05
1,0.00438808898271064
3,3.969652228744201e-05
87,0.0011484960993117614
19,0.00045684661530598353
3,3.613789100773281e-05
2,0.0
17,0.0001805803591423193
4,1.1181142651924555e-06
12,0.0007448391553273077
60,0.0020320947766515563
1,4.680422733632006e-06
11,0.002052793309326499
4,3.239610810510069e-06
5,0.0002701696406803952
12,0.0001646969552538686
7,4.8658645832533165e-06
32,0.0008618776462476561
3,0.0
69,0.0314627276449946
2,5.883883444155008e-05
29,0.0
3,0.0003357727655241416
1,0.0
20,0.001865203702804829
11,1.1210770525683581e-05
1,0.0020773264407473574
5,0.0009052911755804873
1,0.00033207331590864696
9,4.044952616350188e-06
1,0.0
3,0.0006441301180592096
11,3.4148181649776765e-06
7,0.0005066121492429972
74,0.0004922391388893085
3,3.0340714797545217e-05
11,0.006640842933654884
2,0.006657070795153096
35,0.0009218765078505871
3,0.0
3,0.007683651720796071
16,0.00457106622152046
7,9.384083141780671e-05
2,4.051784257495567e-07
5,0.0027222377069601156
18,0.0005156552592247885
64,0.0014937740006002816
3,0.0007472471183858139
16,0.0010060225364870938
2,5.431243857698525e-07
5,0.0021425560532270346
17,0.011965316010420224
1,2.8230247144143325e-05
21,0.0001949291915146048
10,0.0015528506979144137
4,2.0186712969661465e-05
34,0.0019918259825163595
8,0.0006791258119758387
12,0.0005357290158606598
30,0.0014255364586137674
13,0.00017880204638289236
1,1.392830044673722e-06
4,1.1238670742434057e-06
41,0.001717092918281517
64,0.008487209626784358
7,0.0009058255290703811
10,1.3047559460088753e-06
4,3.467275251679817e-06
16,8.519944174353756e-05
1,6.647932104396698e-06
19,0.0015605102891516362
5,0.0015529957678083789
24,0.0008704885412713641
7,0.0003865065999829756
1,6.78195648250331e-08
46,0.002831530010274561
8,3.856005231025381e-05
20,0.0027140123572178157
17,2.8052056200318716e-06
26,0.002116642058248967
4,0.002169434227336963
25,0.010639157338908856
39,0.001045384480795904
4,0.002215050331060183
3,0.0
29,0.0
4,0.0
1,0.001109997039646912
27,2.22955110694029e-05
45,0.005373333414977699
17,0.006978647553525841
11,0.0006806265011393889
16,1.72102120977695e-05
7,0.004590699597458061
41,0.0016232640735183005
3,3.5325170615286505e-05
13,0.0005492458784933157
11,0.0003244898692817258
9,0.006865075172273259
4,1.3320202887973292e-05
25,0.001892419048214516
61,0.0005910991438884945
6,6.045579939620643e-06
18,5.4620381392104935e-06
67,0.013715987522902741
9,0.0014250249804834852
2,0.0004051252274122306
10,3.068770884226243e-05
14,0.0010505950503889843
8,0.0005349861088452804
2,4.743368957491623e-05
1,7.1407375508910746e-06
24,0.00021352940806459897
1,6.175656042173469e-05
10,0.001043979265341784
6,4.361103971173651e-07
30,0.032279738444367476
16,0.0020124291465399833
1,5.086467361877483e-07
4,0.0
2,0.00010970112752509346
3,0.0026045277571886
17,0.0005231669460683916
8,0.0010933659460938695
1,0.0
3,0.003945407666022115
3,0.00012850155500645772
9,3.6582215911281356e-05
49,0.0052349081900724985
3,5.260403665026712e-06
106,0.009933911474293226
1,0.002352097210224503
1,0.00017143402400289143
8,0.0005437775017797964
13,0.00011230792934691004
1,0.0005076294427153727
2,1.20705773359203e-05
7,1.6347192496354283e-06
31,0.0005013393648609979
44,0.003916701786465653
25,0.0010472252965596437
